,cpu,gpu,model,ram
699,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP2,Vivo Y52 Dual SIM,2.00
700,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y55s Dual SIM TD-LTE MY VN 1610,2.00
701,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y55s Dual SIM LTE TH ID PH 1610,2.00
702,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y55s Dual SIM TD-LTE IN 1610,3.00
703,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-T395C Galaxy Tab Active 2 8.0 TD-LTE,3.00
704,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,Phone N6 Lite 1713-A01 Dual SIM TD-LTE ,4.00
705,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Blade A520 Global Dual SIM LTE 8GB,1.00
706,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,A520 4GX Enhanced TD-LTE AU,1.00
707,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,Blade Dual SIM LTE,3.00
708,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Comet Dual SIM LTE-A,4.00
709,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-J250G/DS Galaxy J2 2018 Duos TD-LTE,1.50
710,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Blade V9 Global Dual SIM TD-LTE Version 1 64GB,4.00
711,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7 Dual SIM TD-LTE RU 1718,4.00
712,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Digno 2 LTE 701KC / 702KC,1.00
713,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A85 Dual SIM TD-LTE CN,4.00
714,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y65 Dual SIM TD-LTE PH BD NP PK,3.00
715,"Samsung Exynos 7 Octa 7885, 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",ARM Mali-G71 MP2,SM-A530N Galaxy A8 2018 TD-LTE,4.00
716,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A83 Dual SIM TD-LTE CN A83t,4.00
717,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7 Dual SIM TD-LTE MY VN 1718,4.00
718,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Vivo Y69 Dual SIM TD-LTE ID TH PK 1714,3.00
719,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Vivo Y65 Dual SIM TD-LTE TH ID,3.00
720,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Xperia XZ Premium TD-LTE G8188 / PF11,4.00
721,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7 Dual SIM TD-LTE HK TW 1718,4.00
722,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Vivo Y69 Dual SIM TD-LTE IN 1714,3.00
723,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Vivo V5s Dual SIM TD-LTE MY VN 1713,4.00
724,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7 Dual SIM TD-LTE PH 1718,4.00
725,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Enjoy 7S Dual SIM TD-LTE CN 64GB FIG-TL10,4.00
726,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,A75s Dual SIM TD-LTE APAC Version 2 64GB CPH1723 / F5,4.00
727,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,F5 Youth Dual SIM TD-LTE TH VN Version 2 A73V2,3.00
728,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,R11s Plus Dual SIM TD-LTE APAC CPH1721,6.00
729,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,A37 Dual SIM LTE PH EG PK TH,2.00
730,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Blade A910 Dual SIM Global LTE ZA910,2.00
731,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,F5 Youth Dual SIM TD-LTE IN Version 1 CPH1725 A73V1,3.00
732,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,A75 Dual SIM TD-LTE APAC Version 2 32GB CPH1723 / F5,4.00
733,"Samsung Exynos 7 Octa 7885, 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",ARM Mali-G71 MP2,SM-A530W Galaxy A8 2018 LTE-A NA,4.00
734,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,G55 TD-LTE Dual SIM ,4.00
735,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor 9 Lite Dual SIM LTE EMEA 32GB LLD-L31,3.00
736,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Vivo Y66 Dual SIM TD-LTE IN 1609,3.00
737,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,P Smart Dual SIM LTE-A EMEA FIG-LX1 / FIG-L21,3.00
738,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor 9 Lite Dual SIM TD-LTE CN 32GB LLD-AL00 / Honor 9 Youth Edition,3.00
739,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-J250F/DS Galaxy J2 2018 Duos TD-LTE / Galaxy J2 Pro,2.00
740,"Qualcomm Snapdragon 427 MSM8920, 2017, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,S10 Lite Dual SIM TD-LTE IN / S10C,4.00
741,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP,King Kong Dual SIM,2.00
742,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Note Plus Dual SIM LTE,3.00
743,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Magic Dual SIM LTE,3.00
744,"MediaTek MT6580, 2015, 32 bit, quad-core, ARM Mali-400 GPU",ARM Mali-400MP,R9 Dual SIM,2.00
745,"MediaTek MT6797M (Helio X20), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,Cosmos 3 Dual SIM LTE,3.00
746,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Flare S6 Plus Dual SIM LTE,4.00
747,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,SM-J701F/DS Galaxy J7 Nxt 2017 Duos TD-LTE 32GB,3.00
748,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,G8 TD-LTE Dual SIM,4.00
749,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,H3 Dual SIM LTE ,3.00
750,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,X18 Dual SIM LTE,3.00
751,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,D0050UU Dash L4 LTE Dual SIM,1.00
752,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SM-T395N Galaxy Tab Active 2 8.0 TD-LTE,3.00
753,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Vision 3 Dual SIM TD-LTE IN IF9031,2.00
754,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,8 Sirocco Global Dual SIM TD-LTE,6.00
755,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,A73 Dual SIM TD-LTE CN / F5 Youth,4.00
756,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Q440 Bharat 4 Dual SIM TD-LTE,1.00
757,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Bharat 5 Dual SIM TD-LTE ,1.00
758,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Y7 Prime Dual SIM LTE EU TRT-L21A / Y7 2017 TRT-LX1A,3.00
759,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Enjoy 7S Dual SIM TD-LTE CN 64GB FIG-AL10,4.00
760,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,Honor Holly 3 Plus Dual SIM LTE CAM-UL10 / CAM-UL10IN,3.00
761,"HiSilicon Honor KIRIN620 Hi6620 V8R2, 2015, 64 bit, octa-core, 28 nm, ARM Mali-450 GPU",ARM Mali-450MP4,Honor Holly 3 Dual SIM LTE CAM-UL00,2.00
762,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,GW Metal Dual SIM LTE NA TRT-L53 / Y7 Prime,3.00
763,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7+ Dual SIM TD-LTE MY VN TH 1716,4.00
764,"MediaTek MT6763 (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71MP2,Vivo Y75 Dual SIM LTE CN,4.00
765,"Qualcomm Snapdragon 660 SDM660, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 512 GPU",Qualcomm Adreno 512,AQUOS R Compact WiMAX 2+ SHV41,3.00
766,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7 Dual SIM TD-LTE IN ID TH PK 1718,4.00
767,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7+ Dual SIM LTE ID PK 1716,4.00
768,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Vivo V7+ Dual SIM TD-LTE PH TW 1716,4.00
769,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Aquos Sense Lite TD-LTE SH-M05,3.00
770,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor 9 Lite Dual SIM TD-LTE CN 64GB LLD-AL10 / Honor 9 Youth Edition,4.00
771,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,MediaPad M3 Lite s 8.0 TD-LTE JP CPN-L0J 702HW,2.00
772,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Tab4 10 Plus TD-LTE JP 701LV,2.00
773,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,A57 Dual SIM TD-LTE Version 1,3.00
774,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Canvas Infinity Pro Dual SIM TD-LTE ,4.00
775,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Enjoy 7S Dual SIM TD-LTE CN 32GB FIG-AL00,3.00
776,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,Alpha LTE-A Dual SIM 64GB,4.00
777,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Be Y Phone LTE VNS-L62,3.00
778,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,Alpha X LTE-A Dual SIM 64GB,6.00
779,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,JO JO TD-LTE 128GB L-02K,4.00
780,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,Be Y Phone 2 LTE-A WAS-LX2J,3.00
781,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,NovaGo TP370QL 256GB,8.00
782,"Samsung Exynos 7 Octa 7885, 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",ARM Mali-G71 MP2,SM-A530F/DS Galaxy A8 2018 Duos TD-LTE,4.00
783,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,MUV UP Dual SIM LTE,3.00
784,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,V300S V30+ TD-LTE,4.00
785,"HiSilicon Honor KIRIN960 Hi3660, 2016, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 16 nm, ARM Mali-G71 GPU",ARM Mali-G71MP8,Nova 2s Premium Edition Dual SIM TD-LTE CN 64GB HWI-AL00,6.00
786,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Capture+ Dual SIM TD-LTE 32GB HS118,3.00
787,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,ZenFone Max Plus Dual SIM TD-LTE AM Version C ZB570TL,3.00
788,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Capture+ Dual SIM TD-LTE 64GB HS120,4.00
789,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor Changwan 7X Dual SIM TD-LTE CN 32GB BND-AL10,4.00
790,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Eluga I5 Dual SIM TD-LTE,2.00
791,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Bharat 3 Dual SIM TD-LTE,1.00
792,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Nitro55 Dual SIM LTE,1.00
793,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,NovaGo TP370QL 128GB,6.00
794,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Eluga C EB-90S55EC0 Dual SIM TD-LTE ,4.00
795,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Astro X55 Dual SIM LTE,2.00
796,"Spreadtrum SC9832A, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Me 1+ Dual SIM TD-LTE/ Me1 Plus,2.00
797,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor 7X Dual SIM TD-LTE NA 32GB BND-L24,3.00
798,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Me4 Dual SIM TD-LTE,1.00
799,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,ZenFone Max Plus Dual SIM TD-LTE TW JP Version B ZB570TL,4.00
800,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,m6 note Dual SIM TD-LTE CN 32GB M721C,3.00
801,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,V300L V30 Signature Edition TD-LTE 256GB,6.00
802,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,5T Star Wars Limited Edition Dual SIM Global TD-LTE A5010 128GB,8.00
803,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Redmi 5 Dual SIM TD-LTE CN 32GB,3.00
804,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,NovaGo TP370QL 64GB,4.00
805,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,5T Star Wars Limited Edition Dual SIM Global TD-LTE A5010 64GB,6.00
806,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Redmi 5 Plus Dual SIM TD-LTE CN 64GB MEE7,4.00
807,"Qualcomm Snapdragon 450 SDM450, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Redmi 5 Dual SIM TD-LTE CN 16GB,2.00
808,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-W2018 World Flagship 2018 Dual SIM TD-LTE / Galaxy Golden 5,6.00
809,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,ZenFone 4 Max 5.2 Dual SIM TD-LTE TW JP HK AM ZC520KL 32GB,3.00
810,"HiSilicon Honor KIRIN659, 2017, 64 bit, octa-core, 16 nm, ARM Mali-T830 GPU",ARM Mali-T830MP2,Honor 7X Global Dual SIM TD-LTE 64GB BND-L21,4.00
811,"MediaTek MT6797X (Helio X27), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,EveryPhone DX Dual SIM LTE EP-171DX,4.00
812,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-G571F/DS Galaxy J5 Prime 2017 Duos TD-LTE 16GB,2.00
813,"ARM 7100, 1995, 32 bit, single-core, 8 Kbyte I-Cache",ARM Mali-T720,Series 5 8MB Special Edition,8
814,"MediaTek MT6763T (Helio P23), 2017, 64 bit, octa-core, ARM Mali-G71 GPU",ARM Mali-G71 MP2,A83 Dual SIM TD-LTE CN,4.00
815,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Honor V10 Premium Edition Dual SIM TD-LTE CN BKL-AL20 128GB,6.00
816,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Redmi 4X Global Dual SIM TD-LTE 32GB MAG138,3.00
817,"Qualcomm Snapdragon 618 MSM8956 / Snapdragon 650, 2015, 64 bit, hexa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,Redmi Note 3 Pro Special Edition Global Dual SIM TD-LTE 32GB 2015161,3.00
818,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Redmi Note 4X Global Dual SIM TD-LTE 64GB 2016102 / Redmi Note 4,4.00
819,"MediaTek MT6737, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Me3 Dual SIM TD-LTE  iV501,2.00
820,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Redmi 5A Desh Ka Smartphone Dual SIM TD-LTE IN 32GB,3.00
821,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,ZenFone Pegasus 4S Dual SIM TD-LTE CN Version D 32GB ZB570TL,4.00
822,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Redmi Note 5A Prime Global Dual SIM TD-LTE 32GB MDG6S,3.00
823,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Redmi Note 5A Global Dual SIM TD-LTE MDG6,2.00
824,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Redmi 5A Desh Ka Smartphone Dual SIM TD-LTE IN 16GB,2.00
825,"Spreadtrum SC9832A, 2016, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400,Me5 Dual SIM TD-LTE,2.00
826,"HiSilicon Honor KIRIN970, 2017, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 10 nm, ARM Mali-G72 GPU",ARM Mali-G71MP12,Honor V10 Standard Edition Dual SIM TD-LTE CN BKL-AL00,4.00
827,"Qualcomm Snapdragon 630 SDM630, 2017, 64 bit, octa-core, 14 nm, Qualcomm Adreno 508 GPU",Qualcomm Adreno 508,U11 Life LTE-A NA 32GB,3.00
828,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,ZenFone Max Plus Dual SIM Global TD-LTE Version A ZB570TL,3.00
829,"Samsung Exynos 7 Octa 7885, 2018, 64 bit, octa-core, 14 nm, ARM Mali-G71 GPU",ARM Mali-G71 MP2,SM-A730F/DS Galaxy A8+ 2018 Duos TD-LTE,6.00
