,cpu,gpu,model,ram
1975,"MediaTek MT6797D (Helio X23), 2016, 64 bit, deca-core, 20 nm, ARM Mali-T880 GPU",ARM Mali-T880MP4,X656 Le Pro 3 AI Edition Dual SIM TD-LTE CN 32GB / X658 / X659,4.00
1976,"Intel Atom x5-Z8550 (Cherry Trail), 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 14 nm, Intel HD Graphics 400 GPU",Intel HD Graphics 400,ARROWS Tab V567/P,4.00
1977,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Intel HD Graphics 400,M6S Plus TD-LTE 64GB ,6.00
1978,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,N9136 Prestige 2 TD-LTE,2.00
1979,"MediaTek MT6755M (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,GN9012L Elife S6 Pro Dual SIM TD-LTE IN,4.00
1980,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor 6C Dual SIM LTE DIG-L21HN / GR3 2017,3.00
1981,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,X850 Le Max 3 Dual SIM TD-LTE CN 64GB,4.00
1982,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Xperia XZs TD-LTE 602SO,4.00
1983,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Enjoy 7 Plus Dual SIM TD-LTE CN TRT-AL00A 64GB,4.00
1984,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Xperia XZs TD-LTE SO-03J,4.00
1985,"Qualcomm Snapdragon 820 MSM8996, 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Xperia XZs TD-LTE SO-03J,4.00
1986,"Qualcomm Snapdragon 620 MSM8976 / Snapdragon 652, 2015, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,Nubia Z17 Mini Standard Edition Dual SIM TD-LTE NX569J,4.00
1987,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G955D Galaxy S8+ TD-LTE SC-03J / SGH-N206,4.00
1988,"Qualcomm Snapdragon Wear 2100 MSM8909w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,ZW10 Quartz Smart Watch 3G,768
1989,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,Nubia Z17 Mini Premium Edition Dual SIM TD-LTE NX569H,6.00
1990,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,Mi 6 Dual SIM TD-LTE CN 128GB MCE16,6.00
1991,"Samsung Exynos 7 Quad 7570, 2016, 64 bit, quad-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-G390W Galaxy Xcover 4 2017 LTE NA,2.00
1992,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,SM-J727R4 Galaxy J7 2017 LTE-A,2.00
1993,"MediaTek MT8176, 2016, 64 bit, hexa-core, 28 nm, IMG PowerVR GX6250 GPU", PowerVR GX6250,Mi Pad 3 7.9 WiFi,4.00
1994,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G950D Galaxy S8 TD-LTE SC-02J / SGH-N171,4.00
1995,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H870S G6 LTE-A,4.00
1996,"Samsung Exynos 8 Octa 8890, 2016, 64 bit, octa-core, 14 nm, ARM Mali-T880 GPU",ARM Mali-T880,SM-N935F Galaxy Note FE TD-LTE / Galaxy Note 7 Fan Edition,4.00
1997,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H873 G6 LTE-A,4.00
1998,"Intel Core 7th Gen i5-7200U (Kaby Lake), 2016, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 3072 Kbyte L3, 14 nm, Intel HD Graphics 620 GPU",Intel Iris Graphics 620,SM-W720 Galaxy Book 12-inch WiFi 128GB,4.00
1999,"Intel Core m3 7th Gen m3-7Y30 (Kaby Lake), 2016, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 4096 Kbyte L3, 14 nm, Intel HD Graphics 615 GPU",Intel Iris Graphics 615 EU24,SM-W627 Galaxy Book 10.6-inch LTE-A 64GB,4.00
2000,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H870DS G6 Dual SIM TD-LTE 64GB,4.00
2001,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPad 9.7-inch 2017 5th gen A1823 TD-LTE CN 128GB,2.00
2002,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Y5 2017 TD-LTE MYA-L02,2.00
2003,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G9550 Galaxy S8+ Duos TD-LTE 128GB,6.00
2004,"Qualcomm Snapdragon Wear 2100 APQ8009w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Q Explorist Gen 3 Smartwatch FTW4000P / FTW4001P / FTW4002P / FTW4003P / FTW4004,512
2005,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Y5 2017 Dual SIM TD-LTE MYA-L22,2.00
2006,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Eluga Ray Max Dual SIM TD-LTE 32GB,4.00
2007,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,TP450 Stylo 3 Plus LTE-A / M470 / M470F,2.00
2008,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1723 TD-LTE 32GB,2.00
2009,"Qualcomm Snapdragon Wear 2100 APQ8009w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Q Venture Gen 3 Smartwatch FTW6000P / FTW6003P / FTW6005P / FTW6008P,512
2010,"Samsung Exynos 9 Octa 8895M, 2017, 64 bit, octa-core, 2560 Kbyte L2, 10 nm, ARM Mali-G71 GPU",ARM Mali-G71MP20,SM-G955N Galaxy S8+ TD-LTE 128GB,6.00
2011,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1724 TD-LTE 128GB,2.00
2012,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G9508 Galaxy S8 Duos 4G+ TD-LTE CN,4.00
2013,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1723 TD-LTE 128GB,2.00
2014,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G955W Galaxy S8+ TD-LTE / SM-G955W8,4.00
2015,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,A1 Dual SIM TD-LTE,4.00
2016,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1724 TD-LTE 32GB,2.00
2017,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,Redmi 4A Dual SIM TD-LTE IN 2016116,2.00
2018,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,K220AR X Series X Power 4G LTE,2.00
2019,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,X4 Soul Style Dual SIM TD-LTE ,4.00
2020,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G950U Galaxy S8 TD-LTE,4.00
2021,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Honor 6C 4G LTE DIG-L01 / Nova Smart,3.00
2022,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G950W Galaxy S8 TD-LTE / SM-G950W8,4.00
2023,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G9558 Galaxy S8+ TD-LTE 128GB,4.00
2024,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,SM-G160N Galaxy Folder 2 Dual SIM LTE / SM-G160N0,2.00
2025,"MediaTek MT6757T (Helio P25), 2016, 64 bit, octa-core, 16 nm, ARM Mali-T880 GPU",ARM Mali-T880MP2 ,A1 Plus Dual SIM TD-LTE,4.00
2026,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G9500 Galaxy S8 Duos TD-LTE,4.00
2027,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G955U1 Galaxy S8+ LTE-A,4.00
2028,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Live Dual SIM 4G LTE EU ZB501KL 32GB,2.00
2029,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G955U Galaxy S8+ TD-LTE,4.00
2030,"HiSilicon Honor KIRIN960 Hi3660, 2016, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 16 nm, ARM Mali-G71 GPU",ARM Mali-G71MP8,Honor 8 Pro Dual SIM TD-LTE 64GB DUK-L09,6.00
2031,"Qualcomm Snapdragon 835 MSM8998, 2017, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 10 nm, Qualcomm Adreno 540 GPU",Qualcomm Adreno 540,SM-G950U1 Galaxy S8 LTE-A,4.00
2032,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Nubia M2 Lite Dual SIM TD-LTE 64GB NX573J,3.00
2033,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Nubia M2 Dual SIM TD-LTE 128GB NX551J,4.00
2034,"Intel Core 7th Gen i5-7200U (Kaby Lake), 2016, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 3072 Kbyte L3, 14 nm, Intel HD Graphics 620 GPU",Intel Iris Graphics 620,SM-W728 Galaxy Book 12-inch LTE-A 256GB / Galaxy TabPro S2,8.00
2035,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Nubia M2 Dual SIM TD-LTE 64GB NX551J,4.00
2036,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,Nubia N2 Dual SIM TD-LTE NX575J,4.00
2037,"MediaTek MT2502C (Aster), 2014, 32 bit, single-core, 28 nm",ARM Mali-T860MP2 ,A58 Smart Watch,64
2038,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPad 9.7-inch 2017 5th gen A1823 TD-LTE 128GB,2.00
2039,"Qualcomm Snapdragon 617 MSM8952, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Phone A VPA0511S Dual SIM LTE,3.00
2040,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Z10 TD-LTE Dual SIM,2.00
2041,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Live Dual SIM TD-LTE JP ZB501KL 32GB,2.00
2042,"MediaTek MT6755 (Helio P10), 2015, 64 bit, octa-core, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,m5s note Dual SIM TD-LTE 64GB M621C-S,4.00
2043,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPad 9.7-inch 2017 5th gen A1822 WiFi 32GB,2.00
2044,"Spreadtrum SC9830A, 2014, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,SM-Z200M/DS Z2 Duos LTE,1.00
2045,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,SM-J727V Galaxy J7 V XLTE / SM-J727VPP,2.00
2046,"Samsung Exynos 7 Dual 7270, 2016, 64 bit, dual-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-R775T Gear S3 Classic LTE,768
2047,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1662 4G LTE 32GB,2.00
2048,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,MS210 Aristo LTE,1.50
2049,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto G5 Plus Dual SIM TD-LTE IN XT1686 32GB,4.00
2050,"Qualcomm Snapdragon 653 MSM8976SG / MSM8976 Pro, 2016, 64 bit, octa-core, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 510 GPU",Qualcomm Adreno 510,F3 Plus Dual SIM TD-LTE CPH1613,4.00
2051,"Apple A9 APL1022 (S8003), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 16 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPhone SE A1662 4G LTE 128GB,2.00
2052,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400DF K Series K10 Pro Dual SIM LTE-A / Stylus 3,2.00
2053,"Samsung Exynos 7 Dual 7270, 2016, 64 bit, dual-core, 14 nm, ARM Mali-T720 GPU",ARM Mali-T720,SM-R775A Gear S3 Classic LTE,768
2054,"Qualcomm Snapdragon 425 MSM8917, 2016, 64 bit, quad-core, 28 nm, Qualcomm Adreno 308 GPU",Qualcomm Adreno 308,TP260 K Series K20 plus 2017 LTE-A,2.00
2055,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H871 G6 LTE-A,4.00
2056,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,Eluga Pulse Dual SIM TD-LTE ,2.00
2057,"MediaTek MT6750T, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,K6000 Plus LTE Dual SIM ,4.00
2058,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Xperia L1 LTE G3313,2.00
2059,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,U16 Max Dual SIM LTE ,3.00
2060,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Xperia L1 Dual LTE G3312 ,2.00
2061,"MediaTek MT6737T, 2016, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,Xperia L1 LTE G3311,2.00
2062,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400DK Stylus 3 Dual SIM TD-LTE IN,3.00
2063,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto G5 Plus Dual SIM LTE AM XT1681,3.00
2064,"Qualcomm Snapdragon 821 MSM8996AC Pro, 2016, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1536 Kbyte L2, 14 nm, Qualcomm Adreno 530 GPU",Qualcomm Adreno 530,H870K G6 TD-LTE,4.00
2065,"Spreadtrum SC9830A, 2014, 32 bit, quad-core, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,SM-Z400F/DS Z4 Duos LTE ,1.00
2066,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Nubia Z11 Mini S Dual SIM TD-LTE IN 64GB NX549J,4.00
2067,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPad 9.7-inch 2017 5th gen A1822 WiFi 128GB,2.00
2068,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,WSD-F20S Pro Trek Smart Watch,2.00
2069,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M400dY Stylus 3 Dual SIM TD-LTE TW,3.00
2070,"MediaTek MT6750, 2016, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T860 GPU",ARM Mali-T860MP2 ,M250M K Series K10 2017 Dual SIM TD-LTE 16GB,2.00
2071,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Moto G5 Dual SIM TD-LTE IN 16GB XT1677,3.00
2072,"Apple A9 APL0898 (S8000), 2015, 64 bit, dual-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 3072 Kbyte L2, 4096 Kbyte L3, 14 nm, IMG PowerVR GT7600 GPU",PowerVR GT7600,iPad 9.7-inch 2017 5th gen A1823 TD-LTE 32GB,2.00
2073,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,SM-C701F/DS Galaxy C7 Pro Duos TD-LTE 64GB,4.00
2074,"HiSilicon Honor KIRIN658, 2017, 64 bit, octa-core, 16 nm",ARM Mali-T830MP2,Honor 8 Youth Edition Dual SIM TD-LTE CN 64GB PRA-TL10,4.00
2075,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto G5 Plus Dual SIM TD-LTE IN XT1686 16GB,3.00
2076,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,T470 Life One X2 Mini 4G LTE,4.00
2077,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Moto G5 4G LTE LATAM 16GB XT1670,2.00
2078,"Qualcomm Snapdragon 626 MSM8953 Pro, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Aquaris X LTE Dual SIM,3.00
2079,"Qualcomm Snapdragon 625 MSM8953, 2016, 64 bit, octa-core, 14 nm, Qualcomm Adreno 506 GPU",Qualcomm Adreno 506,Moto G5 Plus Dual SIM LTE-A LATAM XT1681,2.00
2080,"Spreadtrum SC7731G, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP,Blade L110 Dual SIM,1.00
2081,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenFone Live Dual SIM TD-LTE IN ZB501KL 16GB,2.00
2082,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Moto G5 TD-LTE EMEA 16GB XT1675,2.00
2083,"Qualcomm Snapdragon 430 MSM8937, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,Moto G5 Dual SIM LTE LATAM 32GB XT1672,2.00
2084,"Qualcomm Snapdragon Wear 2100 APQ8009w, 2016, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Summit Smartwatch,512
2085,"HiSilicon Honor KIRIN960 Hi3660, 2016, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 16 nm, ARM Mali-G71 GPU",ARM Mali-G71MP8,P10 Plus Premium Edition Dual SIM TD-LTE VKY-AL00 128GB,6.00
2086,"Qualcomm Snapdragon 435 MSM8940, 2016, 64 bit, octa-core, 28 nm, Qualcomm Adreno 505 GPU",Qualcomm Adreno 505,LS777 Stylo 3 TD-LTE,2.00
2087,"Samsung Exynos 7 Octa 7870 (Joshua), 2016, 64 bit, octa-core, 14 nm, ARM Mali-T830 GPU",ARM Mali-T830,SGH-N417 Galaxy Feel 4G LTE SC-04J,3.00
2088,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,ELITE Power TD-LTE Dual SIM,2.00
2089,"HiSilicon Honor KIRIN960 Hi3660, 2016, 64 bit, octa-core, 64 Kbyte I-Cache, 64 Kbyte D-Cache, 16 nm, ARM Mali-G71 GPU",ARM Mali-G71MP8,P10 Plus Standard Edition Dual SIM TD-LTE VKY-AL00 64GB,4.00
