,full_link
4723,http://phonedb.net/index.php?m=device&id=8697&c=doogee_galicia_x5_dual_sim
4724,http://phonedb.net/index.php?m=device&id=8696&c=doogee_valencia_dg800_dual_sim
4725,http://phonedb.net/index.php?m=device&id=8689&c=samsung_sm-g928p_galaxy_s6_edgeplus_td-lte_32gb__samsung_zen
4726,http://phonedb.net/index.php?m=device&id=8695&c=micromax_a316_canvas_hue_2_dual_sim
4727,http://phonedb.net/index.php?m=device&id=8693&c=samsung_sm-g928v_galaxy_s6_edgeplus_lte-a_64gb__samsung_zen
4728,http://phonedb.net/index.php?m=device&id=8692&c=samsung_sm-n920f_galaxy_note_5_lte-a_32gb__samsung_noble
4729,http://phonedb.net/index.php?m=device&id=8694&c=huawei_g8_standard_edition_lte_dual_sim_rio-l03__huawei_maimang_4
4730,http://phonedb.net/index.php?m=device&id=8691&c=lg_v498_g_pad_ii_8.0
4731,http://phonedb.net/index.php?m=device&id=8688&c=samsung_sm-g928a_galaxy_s6_edgeplus_lte-a_32gb__samsung_zen
4732,http://phonedb.net/index.php?m=device&id=8682&c=xiaomi_hongmi_note_2__redmi_note_2_dual_sim_td-lte_16gb_2015051__xiaomi_hermes
4733,http://phonedb.net/index.php?m=device&id=8685&c=samsung_sm-n920v_galaxy_note_5_lte-a_32gb__samsung_noble
4734,http://phonedb.net/index.php?m=device&id=8684&c=samsung_sm-g928f_galaxy_s6_edgeplus_lte-a_64gb__samsung_zen
4735,http://phonedb.net/index.php?m=device&id=8683&c=samsung_sm-n9200_galaxy_note_5_td-lte__samsung_noble
4736,http://phonedb.net/index.php?m=device&id=8681&c=xiaomi_hongmi_note_2__redmi_note_2_prime_dual_sim_td-lte_32gb__xiaomi_hermes
4737,http://phonedb.net/index.php?m=device&id=8680&c=philips_s309_dual_sim
4738,http://phonedb.net/index.php?m=device&id=8679&c=blu_x150q_win_hd_lte_dual_sim
4739,http://phonedb.net/index.php?m=device&id=8678&c=blu_x130q_win_jr_lte_dual_sim
4740,http://phonedb.net/index.php?m=device&id=8677&c=zuk_z1_td-lte_dual_sim_z1221
4741,http://phonedb.net/index.php?m=device&id=8676&c=huawei_g8_premium_edition_td-lte_dual_sim_rio-l02__huawei_maimang_4
4742,http://phonedb.net/index.php?m=device&id=8675&c=lenovo_vibe_p1_p1c72_dual_sim_td-lte
4743,http://phonedb.net/index.php?m=device&id=8674&c=samsung_sm-g388d_galaxy_active_neo_sc-01h__sgh-n533
4744,http://phonedb.net/index.php?m=device&id=8673&c=zte_q206u_td-lte
4745,http://phonedb.net/index.php?m=device&id=8672&c=zte_n928dt_td-lte_dual_sim
4746,http://phonedb.net/index.php?m=device&id=8670&c=vkworld_discovery_s1_lte_dual_sim
4747,http://phonedb.net/index.php?m=device&id=8671&c=asus_zenfone_2_deluxe_dual_sim_td-lte_ze551ml_128gb
4748,http://phonedb.net/index.php?m=device&id=8669&c=tcl_p580l_td-lte
4749,http://phonedb.net/index.php?m=device&id=8668&c=tcl_p318l_td-lte
4750,http://phonedb.net/index.php?m=device&id=8667&c=jinga_moguta_s1_lte_dual_sim
4751,http://phonedb.net/index.php?m=device&id=8654&c=motorola_moto_g_3rd_gen_2015_dual_sim_lte_8gb_xt1543__motorola_osprey
4752,http://phonedb.net/index.php?m=device&id=8555&c=nuu_z8_td-lte_dual_sim
4753,http://phonedb.net/index.php?m=device&id=8666&c=alcatel_one_touch_elevate_td-lte_4037v
4754,http://phonedb.net/index.php?m=device&id=8665&c=huawei_ascend_gx1_premium_edition_sc-tl10_td-lte_dual_sim
4755,http://phonedb.net/index.php?m=device&id=8664&c=gionee_pioneer_p2m_dual_sim
4756,http://phonedb.net/index.php?m=device&id=8663&c=asus_zenfone_go_5.0_dual_sim_zc500tg_8gb
4757,http://phonedb.net/index.php?m=device&id=8662&c=zte_v3_youth_edition_td-lte_dual_sim
4758,http://phonedb.net/index.php?m=device&id=8661&c=doogee_y100_plus_lte_dual_sim
4759,http://phonedb.net/index.php?m=device&id=8660&c=samsung_sm-t815_galaxy_tab_s2_9.7_lte-a
4760,http://phonedb.net/index.php?m=device&id=8659&c=caterpillar_cat_s40_lte_global_dual_sim
4761,http://phonedb.net/index.php?m=device&id=8653&c=motorola_moto_g_3rd_gen_2015_td-lte_16gb_xt1548__motorola_osprey
4762,http://phonedb.net/index.php?m=device&id=8658&c=caterpillar_cat_s40_lte_na
4763,http://phonedb.net/index.php?m=device&id=8657&c=lenovo_lemon_x3_dual_sim_td-lte_x3c50_32gb__vibe_x3
4764,http://phonedb.net/index.php?m=device&id=8656&c=htc_desire_728_td-lte_dual_sim_d728t
4765,http://phonedb.net/index.php?m=device&id=8655&c=asus_zenfone_2_deluxe_dual_sim_td-lte_ze551ml_64gb
4766,http://phonedb.net/index.php?m=device&id=8652&c=motorola_moto_g_3rd_gen_2015_lte_8gb_xt1541__motorola_osprey
4767,http://phonedb.net/index.php?m=device&id=8651&c=microsoft_lumia_950_td-lte__lumia_940__microsoft_talkman
4768,http://phonedb.net/index.php?m=device&id=8649&c=samsung_sm-t817p_galaxy_tab_s2_9.7_td-lte
4769,http://phonedb.net/index.php?m=device&id=8650&c=htc_desire_626_dual_sim_4g_lte_d626q__htc_a32
4770,http://phonedb.net/index.php?m=device&id=8646&c=samsung_sm-t817w_galaxy_tab_s2_9.7_lte-a
4771,http://phonedb.net/index.php?m=device&id=8648&c=imi_messi_top_lte_dual_sim
4772,http://phonedb.net/index.php?m=device&id=8647&c=imi_messi_2_4g_lte_dual_sim
4773,http://phonedb.net/index.php?m=device&id=8584&c=samsung_sm-t715c_galaxy_tab_s2_8.0_td-lte
4774,http://phonedb.net/index.php?m=device&id=8645&c=zte_z820_obsidian_lte
4775,http://phonedb.net/index.php?m=device&id=8642&c=intex_cloud_4g_star_dual_sim
4776,http://phonedb.net/index.php?m=device&id=8644&c=samsung_sm-t817v_galaxy_tab_s2_9.7_xlte
4777,http://phonedb.net/index.php?m=device&id=8643&c=asus_zenfone_max_dual_sim_lte_tw_zc550kl_16gb
4778,http://phonedb.net/index.php?m=device&id=8636&c=sony_xperia_m5_td-lte_e5653__sony_holly_ss
4779,http://phonedb.net/index.php?m=device&id=8641&c=lava_iris_x5_4g_lte_dual_sim
4780,http://phonedb.net/index.php?m=device&id=8640&c=lenovo_a2560_dual_sim_td-lte
4781,http://phonedb.net/index.php?m=device&id=8635&c=sony_xperia_m5_dual_td-lte_e5663__sony_holly_ds
4782,http://phonedb.net/index.php?m=device&id=8639&c=coolpad_5721_td-lte
4783,http://phonedb.net/index.php?m=device&id=8637&c=sony_xperia_m5_lte_e5606__sony_holly_ss
4784,http://phonedb.net/index.php?m=device&id=8638&c=meizu_m2_m578_global_dual_sim_td-lte__meizu_meilan_2
4785,http://phonedb.net/index.php?m=device&id=8626&c=sony_xperia_c5_ultra_dual_lte_e5533__sony_lavender_ds
4786,http://phonedb.net/index.php?m=device&id=8634&c=samsung_sm-t817t_galaxy_tab_s2_9.7_lte-a
4787,http://phonedb.net/index.php?m=device&id=8633&c=huawei_mate_8_dual_sim_td-lte_32gb_nxt-al10__huawei_next
4788,http://phonedb.net/index.php?m=device&id=8632&c=motorola_moto_x_style_td-lte_32gb_xt1570__motorola_clark
4789,http://phonedb.net/index.php?m=device&id=8631&c=sony_xperia_m5_lte_e5603__sony_holly_ss
4790,http://phonedb.net/index.php?m=device&id=8630&c=tecno_mobile_camon_c5_lte_dual_sim
4791,http://phonedb.net/index.php?m=device&id=8624&c=i-mobile_iq_ii_lte_dual_sim
4792,http://phonedb.net/index.php?m=device&id=8629&c=sony_xperia_m5_dual_lte_e5643__sony_holly_ds
4793,http://phonedb.net/index.php?m=device&id=8627&c=sony_xperia_c5_ultra_lte_e5506__sony_lavender_ss
4794,http://phonedb.net/index.php?m=device&id=8628&c=samsung_sm-t815n0_galaxy_tab_s2_9.7_lte-a__sm-t815n
4795,http://phonedb.net/index.php?m=device&id=8625&c=sony_xperia_c5_ultra_dual_td-lte_e5563__sony_lavender_ds
4796,http://phonedb.net/index.php?m=device&id=8623&c=intex_aqua_trend_td-lte_dual_sim
4797,http://phonedb.net/index.php?m=device&id=8622&c=motorola_moto_g_3rd_gen_2015_lte_am_16gb_xt1540__motorola_osprey
4798,http://phonedb.net/index.php?m=device&id=8585&c=samsung_sm-t815c_galaxy_tab_s2_9.7_td-lte
4799,http://phonedb.net/index.php?m=device&id=8621&c=asus_zenfone_2_laser_5.5_dual_sim_td-lte_ze550kl
4800,http://phonedb.net/index.php?m=device&id=8620&c=oppo_a51_mirror_5_td-lte_dual_sim_a51kc
4801,http://phonedb.net/index.php?m=device&id=8619&c=huawei_y6_lte_latam_scl-l03__honor_4a__huawei_scale
4802,http://phonedb.net/index.php?m=device&id=8618&c=infocus_m560_dual_sim_td-lte
4803,http://phonedb.net/index.php?m=device&id=8617&c=pioneer_c1_dual_sim_td-lte
4804,http://phonedb.net/index.php?m=device&id=8616&c=htc_desire_828_dual_sim_td-lte_d828w
4805,http://phonedb.net/index.php?m=device&id=8615&c=samsung_sm-j500gds_galaxy_j5_duos_td-lte__samsung_j500
4806,http://phonedb.net/index.php?m=device&id=8614&c=doogee_homtom_ht6_dual_sim_lte__t6
4807,http://phonedb.net/index.php?m=device&id=8613&c=sony_xperia_m5_dual_lte_e5633__sony_holly_ds
4808,http://phonedb.net/index.php?m=device&id=8612&c=sony_xperia_c5_ultra_td-lte_e5553__sony_lavender_ss
4809,http://phonedb.net/index.php?m=device&id=8600&c=samsung_sm-g150nk_galaxy_folder_lte
4810,http://phonedb.net/index.php?m=device&id=8611&c=q-mobile_noir_z9_lte
4811,http://phonedb.net/index.php?m=device&id=8610&c=benq_b505_dual_sim
4812,http://phonedb.net/index.php?m=device&id=8609&c=q-mobile_linq_l15_dual_sim
4813,http://phonedb.net/index.php?m=device&id=8298&c=alcatel_one_touch_conquest_lte_7046t
4814,http://phonedb.net/index.php?m=device&id=8608&c=asus_chromebook_flip_c100pa-db2_32gb
4815,http://phonedb.net/index.php?m=device&id=8606&c=huawei_ascend_y336-a1
4816,http://phonedb.net/index.php?m=device&id=8607&c=huawei_y336-u02_dual_sim
4817,http://phonedb.net/index.php?m=device&id=8605&c=huawei_y3_y360-u42
4818,http://phonedb.net/index.php?m=device&id=8604&c=huawei_y3_dual_sim_y360-u61
4819,http://phonedb.net/index.php?m=device&id=8603&c=huawei_y3_dual_sim_y360-u12
4820,http://phonedb.net/index.php?m=device&id=8602&c=huawei_y3_dual_sim_y360-u03__y360-u23__y360-u31
4821,http://phonedb.net/index.php?m=device&id=8599&c=samsung_sm-g150nl_galaxy_folder_lte
4822,http://phonedb.net/index.php?m=device&id=8601&c=motorola_moto_g_3rd_gen_2015_td-lte_8gb_xt1548__motorola_osprey
4823,http://phonedb.net/index.php?m=device&id=8598&c=samsung_sm-g150ns_galaxy_folder_lte
4824,http://phonedb.net/index.php?m=device&id=8564&c=dell_7202_latitude_12_rugged_tablet__dell_livingstone
4825,http://phonedb.net/index.php?m=device&id=8596&c=dell_venue_7_3g_3741
4826,http://phonedb.net/index.php?m=device&id=8597&c=motorola_moto_g_3rd_gen_2015_lte_am_8gb_xt1540__motorola_osprey
4827,http://phonedb.net/index.php?m=device&id=8595&c=samsung_sm-t2397_galaxy_tab4_7.0_4g_lte_tw__samsung_degas
4828,http://phonedb.net/index.php?m=device&id=8594&c=motorola_moto_g_3rd_gen_2015_dual_sim_lte_16gb_xt1543__motorola_osprey
4829,http://phonedb.net/index.php?m=device&id=8588&c=motorola_moto_x_play_lte_am_16gb_xt1563__motorola_lux
4830,http://phonedb.net/index.php?m=device&id=8593&c=lg_f580l_gentle_lte
4831,http://phonedb.net/index.php?m=device&id=8572&c=huawei_y541_y5_lte
4832,http://phonedb.net/index.php?m=device&id=8583&c=asus_zenfone_2_laser_dual_sim_lte_tw_jp_8gb_ze500kl
4833,http://phonedb.net/index.php?m=device&id=8582&c=alcatel_one_touch_idol_3_5.5_lte_6045f__tcl_i806
4834,http://phonedb.net/index.php?m=device&id=8592&c=meizu_m2_m578m_dual_sim_td-lte__meizu_meilan_2
4835,http://phonedb.net/index.php?m=device&id=8591&c=motorola_moto_g_3rd_gen_2015_hdtv_dual_sim_lte_16gb_xt1544__motorola_osprey
4836,http://phonedb.net/index.php?m=device&id=8590&c=motorola_moto_x_pure_edition_td-lte_64gb_xt1575__motorola_clark
4837,http://phonedb.net/index.php?m=device&id=8589&c=samsung_sm-g903mds_galaxy_s5_new_edition_duos_lte-a__samsung_pacific
4838,http://phonedb.net/index.php?m=device&id=8587&c=motorola_moto_x_play_td-lte_32gb_xt1562__motorola_lux
4839,http://phonedb.net/index.php?m=device&id=8586&c=motorola_moto_x_style_global_dual_sim_td-lte_32gb_xt1572__motorola_clark
4840,http://phonedb.net/index.php?m=device&id=8581&c=panasonic_love_t10_dual_sim
4841,http://phonedb.net/index.php?m=device&id=8580&c=oneplus_2_global_dual_sim_td-lte_a2003_64gb
4842,http://phonedb.net/index.php?m=device&id=8579&c=infocus_m812_lte
4843,http://phonedb.net/index.php?m=device&id=8578&c=infocus_m808_td-lte_dual_sim
4844,http://phonedb.net/index.php?m=device&id=8577&c=infocus_m370_td-lte_dual_sim
4845,http://phonedb.net/index.php?m=device&id=8576&c=lava_pixel_v1_dual_sim
4846,http://phonedb.net/index.php?m=device&id=8575&c=tcl_p586l_dual_sim_td-lte
4847,http://phonedb.net/index.php?m=device&id=8574&c=micromax_e313_canvas_xpress_2_dual_sim
4848,http://phonedb.net/index.php?m=device&id=8573&c=oneplus_2_dual_sim_lte-a_na_a2005_64gb
4849,http://phonedb.net/index.php?m=device&id=8571&c=bbk_vivo_v1max_td-lte_dual_sim
4850,http://phonedb.net/index.php?m=device&id=8570&c=bbk_vivo_v1_td-lte_dual_sim
4851,http://phonedb.net/index.php?m=device&id=8569&c=huawei_mediapad_m2_8.0_premium_edition_td-lte_m2-801l
4852,http://phonedb.net/index.php?m=device&id=8568&c=huawei_mediapad_m2_8.0_premium_edition_wifi_m2-801w
4853,http://phonedb.net/index.php?m=device&id=8567&c=coolpad_8721_td-lte_dual_sim
4854,http://phonedb.net/index.php?m=device&id=8566&c=huawei_honor_7_standard_edition_dual_sim_td-lte_plk-cl00
4855,http://phonedb.net/index.php?m=device&id=8565&c=kt_olleh_ttok-ttok_smart_watch
4856,http://phonedb.net/index.php?m=device&id=8563&c=huawei_g7_plus_td-lte_dual_sim_rio-cl00__huawei_maimang_4
4857,http://phonedb.net/index.php?m=device&id=8562&c=huawei_g7_plus_td-lte_dual_sim_rio-al00__huawei_maimang_4
4858,http://phonedb.net/index.php?m=device&id=8561&c=lava_flair_z1_dual_sim
4859,http://phonedb.net/index.php?m=device&id=8560&c=samsung_sm-p550_galaxy_tab_a_9.7_wifi_with_s_pen_32gb__galaxy_tab_a_plus
4860,http://phonedb.net/index.php?m=device&id=8559&c=xiaomi_mi_4i_dual_sim_td-lte_32gb_2015015__xiaomi_ferrari
4861,http://phonedb.net/index.php?m=device&id=8558&c=samsung_sm-t715n0_galaxy_tab_s2_8.0_lte-a_32gb__sm-t715n
4862,http://phonedb.net/index.php?m=device&id=8551&c=samsung_sm-g150n0_galaxy_folder_lte
4863,http://phonedb.net/index.php?m=device&id=8556&c=samsung_sm-j500y_galaxy_j5_lte__samsung_j500
4864,http://phonedb.net/index.php?m=device&id=8554&c=huawei_y6_lte_eu_scl-l01__huawei_scale
4865,http://phonedb.net/index.php?m=device&id=8553&c=asus_zenfone_2e_4g_lte_us_ze500cl
4866,http://phonedb.net/index.php?m=device&id=8552&c=umi_hammer_lte_dual_sim
4867,http://phonedb.net/index.php?m=device&id=8550&c=asus_chromebook_c201_16gb
4868,http://phonedb.net/index.php?m=device&id=8549&c=asus_chromebook_flip_c100pa-db1_16gb
4869,http://phonedb.net/index.php?m=device&id=8548&c=lenovo_tablet_2_502lv_lte_dual_sim_16gb__lenovo_arnold_8
4870,http://phonedb.net/index.php?m=device&id=8547&c=kyocera_hydro_wave_c6740_lte
4871,http://phonedb.net/index.php?m=device&id=8546&c=huawei_honor_4a_dual_sim_td-lte_cn_scl-al00__huawei_scale
4872,http://phonedb.net/index.php?m=device&id=8545&c=huawei_honor_4a_dual_sim_td-lte_cn_scl-tl00__scl-tl00h__huawei_scale
4873,http://phonedb.net/index.php?m=device&id=8538&c=ubik_uno_lte
4874,http://phonedb.net/index.php?m=device&id=8523&c=samsung_sm-g925j_galaxy_s6_edge_wimax_2plus_scv31_32gb__samsung_zero
4875,http://phonedb.net/index.php?m=device&id=8544&c=softbank_lenovo_tablet_2_501lv_lte_dual_sim_16gb__lenovo_arnold_8
4876,http://phonedb.net/index.php?m=device&id=8543&c=alcatel_one_touch_pixi_3_5.0_lte_5065a
4877,http://phonedb.net/index.php?m=device&id=8542&c=zte_axon_tianji_a2015_td-lte_dual_sim__axon_lux
4878,http://phonedb.net/index.php?m=device&id=8541&c=ramos_q7
4879,http://phonedb.net/index.php?m=device&id=8540&c=zte_axon_watch
4880,http://phonedb.net/index.php?m=device&id=8539&c=bbk_vivo_y937_td-lte
4881,http://phonedb.net/index.php?m=device&id=8537&c=huawei_honor_4a_dual_sim_td-lte_cn_scl-cl00__huawei_scale
4882,http://phonedb.net/index.php?m=device&id=8536&c=china_mobile_m823_n1_max_dual_sim_td-lte
4883,http://phonedb.net/index.php?m=device&id=8535&c=coolpad_dazen_note3_a8676-a01_td-lte_dual_sim
4884,http://phonedb.net/index.php?m=device&id=8533&c=micromax_yu5510_yu_yureka_plus_td-lte_dual_sim
4885,http://phonedb.net/index.php?m=device&id=8534&c=samsung_sm-t715_galaxy_tab_s2_8.0_lte-a_64gb
4886,http://phonedb.net/index.php?m=device&id=8532&c=lg_x155_max_dual_sim
4887,http://phonedb.net/index.php?m=device&id=8531&c=archos_elements_50c_neon
4888,http://phonedb.net/index.php?m=device&id=8530&c=samsung_sm-t817a_galaxy_tab_s2_9.7_lte-a
4889,http://phonedb.net/index.php?m=device&id=8529&c=commodore_pet_lte_dual_sim_32gb
4890,http://phonedb.net/index.php?m=device&id=8528&c=huawei_mediapad_m2_8.0_standard_edition_wifi_m2-801w
4891,"http://phonedb.net/index.php?m=device&id=8513&c=apple_ipod_touch_6th_generation_a1574_64gb__apple_ipod_7,1"
4892,http://phonedb.net/index.php?m=device&id=8527&c=huawei_mediapad_m2_8.0_standard_edition_td-lte_m2-803l
4893,http://phonedb.net/index.php?m=device&id=8525&c=kyocera_urbano_v02_wimax2plus_kyv34
4894,http://phonedb.net/index.php?m=device&id=8526&c=fairphone_2_fp2_dual_sim_lte
4895,http://phonedb.net/index.php?m=device&id=8524&c=turing_phone_64gb
4896,http://phonedb.net/index.php?m=device&id=8510&c=samsung_sm-a800fds_galaxy_a8_duos_td-lte
4897,http://phonedb.net/index.php?m=device&id=8522&c=lg_d107_l_series_iii_l20_tri_sim
4898,http://phonedb.net/index.php?m=device&id=8521&c=lg_d157_l_series_iii_l35_dual_sim_tv
4899,http://phonedb.net/index.php?m=device&id=8520&c=lg_d290g_l_fino__d290ar_l70_fino
4900,http://phonedb.net/index.php?m=device&id=8519&c=lg_d722p_g3_beat__lg_b2_mini
4901,http://phonedb.net/index.php?m=device&id=8518&c=lg_h420_spirit_3g__lg_y70
4902,http://phonedb.net/index.php?m=device&id=8517&c=marshall_london_4g_lte
4903,"http://phonedb.net/index.php?m=device&id=8512&c=apple_ipod_touch_6th_generation_a1574_32gb__apple_ipod_7,1"
4904,http://phonedb.net/index.php?m=device&id=8515&c=samsung_sm-n920a_galaxy_note_5_lte-a_64gb__samsung_noble
4905,http://phonedb.net/index.php?m=device&id=8514&c=samsung_sm-g9287_galaxy_s6_edgeplus_dual_sim_td-lte__galaxy_s6_edge_plus__samsung_zen
4906,"http://phonedb.net/index.php?m=device&id=8511&c=apple_ipod_touch_6th_generation_a1574_16gb__apple_ipod_7,1"
4907,http://phonedb.net/index.php?m=device&id=8509&c=samsung_sm-a800s_galaxy_a8_lte
4908,http://phonedb.net/index.php?m=device&id=8508&c=gplus_m60_dual_sim_lte
4909,http://phonedb.net/index.php?m=device&id=8507&c=gplus_fw502_lte
4910,http://phonedb.net/index.php?m=device&id=8506&c=zte_n9521_boost_maxplus_4g_lte__boost_max_plus
4911,http://phonedb.net/index.php?m=device&id=8505&c=intex_aqua_xtreme_v_dual_sim
4912,http://phonedb.net/index.php?m=device&id=8503&c=intex_aqua_powerplus_dual_sim
4913,http://phonedb.net/index.php?m=device&id=8504&c=samsung_sm-a800yz_galaxy_a8_duos_td-lte__sm-a800iz
4914,http://phonedb.net/index.php?m=device&id=8502&c=intex_irist_smartwatch
4915,http://phonedb.net/index.php?m=device&id=8499&c=samsung_sm-z300hds_z3_duos__sm-z300hdd
4916,"http://phonedb.net/index.php?m=device&id=8501&c=apple_ipod_touch_6th_generation_a1574_128gb__apple_ipod_7,1"
4917,http://phonedb.net/index.php?m=device&id=8500&c=motorola_moto_g_3rd_gen_2015_lte_16gb_xt1541__motorola_osprey
4918,http://phonedb.net/index.php?m=device&id=8498&c=zte_blade_d6_td-lte_dual_sim
4919,http://phonedb.net/index.php?m=device&id=8497&c=karbonn_titanium_machone_plus_dual_sim
4920,http://phonedb.net/index.php?m=device&id=8496&c=verizon_htc_desire_626_4g_lte_d626s
4921,http://phonedb.net/index.php?m=device&id=8495&c=htc_desire_526_4g_lte
4922,http://phonedb.net/index.php?m=device&id=8494&c=htc_desire_520_4g_lte_na
4923,http://phonedb.net/index.php?m=device&id=8493&c=kddi_sharp_aquos_phone_k_4g_lte_shf32
4924,http://phonedb.net/index.php?m=device&id=8492&c=innjoo_note_pro_dual_sim
4925,http://phonedb.net/index.php?m=device&id=8491&c=panasonic_t33_dual_sim
4926,http://phonedb.net/index.php?m=device&id=8490&c=panasonic_eluga_z_dual_sim
4927,http://phonedb.net/index.php?m=device&id=8468&c=samsung_sm-g925l_galaxy_s6_edge_64gb_lte-a__samsung_zero
4928,http://phonedb.net/index.php?m=device&id=8488&c=innjoo_fire_pro_lte_dual_sim
4929,http://phonedb.net/index.php?m=device&id=8489&c=acer_iconia_tab_a3-a30_wifi_32gb
4930,http://phonedb.net/index.php?m=device&id=8487&c=zte_axon_pro_a1p_lte_na_32gb
4931,http://phonedb.net/index.php?m=device&id=8486&c=ramos_mos1_td-lte
4932,http://phonedb.net/index.php?m=device&id=8484&c=gionee_m3s_marathon_td-lte_dual_sim
4933,http://phonedb.net/index.php?m=device&id=8470&c=samsung_sm-g925k_galaxy_s6_edge_64gb_lte-a__samsung_zero
4934,http://phonedb.net/index.php?m=device&id=8485&c=hisense_hs-e70t_dual_sim_td-lte
4935,http://phonedb.net/index.php?m=device&id=8482&c=lenovo_a5100_td-lte
4936,http://phonedb.net/index.php?m=device&id=8469&c=samsung_sm-g925l_galaxy_s6_edge_128gb_lte-a__samsung_zero
4937,http://phonedb.net/index.php?m=device&id=8483&c=tcl_p608l_dual_sim_td-lte
4938,http://phonedb.net/index.php?m=device&id=8481&c=alcatel_one_touch_idol_3_5.5_td-lte__tcl_i806
4939,http://phonedb.net/index.php?m=device&id=8480&c=xiaomi_hongmi_note_2__redmi_note_2_dual_sim_td-lte_16gb_2015052__xiaomi_hermes
4940,http://phonedb.net/index.php?m=device&id=8466&c=samsung_sm-g925s_galaxy_s6_edge_64gb_lte-a__samsung_zero
4941,http://phonedb.net/index.php?m=device&id=8479&c=lg_f240s_optimus_g_pro_5.5
4942,http://phonedb.net/index.php?m=device&id=8478&c=oukitel_a28_smart_watch
4943,http://phonedb.net/index.php?m=device&id=8463&c=samsung_sm-g920k_galaxy_s6_lte-a_64gb__samsung_zero_f
