,cpu,gpu,model,ram
9691,"Marvell PXA968, 2011, 32 bit, single-core, 45 nm",Qualcomm Adreno 200,GT-S5690M Galaxy Rugby,512
9692,"Samsung-Intrinsity S5PC110, 2010, 32 bit, single-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,SGH-T959P Fascinate 4G,512
9693,"Samsung-Intrinsity S5PC110, 2010, 32 bit, single-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,SGH-i997R Galaxy S Infuse 4G,512
9694,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,GT-i9250M Galaxy Nexus,1.00
9695,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SGH-i727R Galaxy SII LTE,1.00
9696,"Qualcomm MSM7227T, 2010, 32 bit, single-core, 65 nm, Qualcomm Adreno 200 GPU",Qualcomm Adreno 200,Atlas W,512
9697,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380K Galaxy Tab 10.1 3G 32GB,1.00
9698,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380K Galaxy Tab 10.1 3G 16GB,1.00
9699,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,V-T500-J,1.00
9700,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380S Galaxy Tab 10.1 3G 32GB,1.00
9701,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,V-T500-WJ,1.00
9702,"Qualcomm Snapdragon S4 MSM8960 Lite, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Marauder ADR910L,1.00
9703,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380S Galaxy Tab 10.1 3G 16GB,1.00
9704,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380W Galaxy Tab 10.1 WiFi 32GB,1.00
9705,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,SHW-M380W Galaxy Tab 10.1 WiFi 16GB,1.00
9706,"Qualcomm MSM7227, 2009, 32 bit, single-core, 65 nm, Qualcomm Adreno 200 GPU",Qualcomm Adreno 200,SGH-T589R Galaxy Q,256
9707,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,SGH-i827D Galaxy Ace Q,512
9708,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SHV-E120L Galaxy S II HD,1.00
9709,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SHV-E120K Galaxy S II HD,1.00
9710,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SGH-i757M Galaxy SII HD LTE,1.00
9711,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,SHW-M250K Galaxy S II,1.00
9712,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,SHW-M250S Galaxy S II,1.00
9713,"Qualcomm MSM7627T, 2010, 32 bit, single-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 65 nm, Qualcomm Adreno 200 GPU",Qualcomm Adreno 200,L55C Optimus Q,1.00
9714,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,SHV-E170L Galaxy R Style,1.00
9715,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,SHV-E170S Galaxy R Style,1.00
9716,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Dublin P752V,512
9717,"Qualcomm Snapdragon S4 MSM8260A, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Xperia T LT30p,1.00
9718,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,SHV-E210K Galaxy S III LTE,2.00
9719,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,SHV-E210L Galaxy S III LTE,2.00
9720,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,SCH-R720 Vitality,512
9721,"Qualcomm Snapdragon S4 APQ8060A, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,IdeaTab S2110A 32GB,1.00
9722,"Qualcomm Snapdragon S4 MSM8960 Lite, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,MS770 Motion 4G,1.00
9723,"MediaTek MT6573, 2010, 32 bit, single-core, 65 nm",PowerVR SGX531,Mi-280,1.00
9724,"MediaTek MT6573, 2010, 32 bit, single-core, 65 nm",PowerVR SGX531,Mi-350n,256
9725,"Qualcomm MSM7627A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,N880E,512
9726,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,Galaxy S III London Olympic Games Premium Edition,1.00
9727,"Rockchip RK2918, 2011, 32 bit, single-core, 512 Kbyte L2, Vivante GC800 GPU",Vivante GC800,MediaPad 7 Lite S7-931u,1.00
9728,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,GT-i9108 Galaxy S II,1.00
9729,"Qualcomm Snapdragon S2 MSM8655, 2011, 32 bit, single-core, 256 Kbyte L2, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,SCH-R920 Galaxy Attain 4G,512
9730,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,GT-i9228 Galaxy Note,1.00
9731,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,GT-i9220 Galaxy Note 16GB,1.00
9732,"Samsung S5PC210 Exynos 4 Dual 4210 (Orion), 2011, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 45 nm, ARM Mali-400 GPU",ARM Mali-400,GT-i9220 Galaxy Note 32GB,1.00
9733,"Broadcom BCM21553, 2010, 32 bit, single-core, 65 nm",Broadcom BCM21553,GT-S6352 Galaxy Ace Duos,512
9734,"Samsung S5PC111 Exynos 3110, 2011, 32 bit, single-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,GT-i9020A Nexus S,512
9735,"Qualcomm MSM7227A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Ascend Y201 Pro U8666-51 / U8666E,256
9736,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Vivo Tab RT TF600TL / Tablet 600,2.00
9737,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SCH-i200 Galaxy Stellar 4G,1.00
9738,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,Walkman NWZ-F806,1.00
9739,"Samsung Exynos 4 Dual 4212, 2012, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,MX Dual-Core / MX 2-core M031 16 GB,1.00
9740,"Qualcomm MSM7627A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Mi-425 Stellar,512
9741,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,MX Quad-Core / MX 4-core M032 32GB,1.00
9742,"ARM Cortex-A8, 2005, 32 bit, single-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 65 nm",ARM Mali-400,Elements 97 Carbon,1.00
9743,"MediaTek MT6515, 2012, 32 bit, single-core",ARM Mali-400,Ascend Y200T,512
9744,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,RAZR V XT885,1.00
9745,"Qualcomm Snapdragon S3 MSM8260, 2010, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,Xperia SL LT26ii,1.00
9746,"Qualcomm Snapdragon S3 APQ8060, 2011, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,SGH-i717D Galaxy Note,1.00
9747,"Qualcomm Snapdragon S2 MSM8255T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,myTouch Q U8730,1.00
9748,"Qualcomm Snapdragon S2 MSM8255T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,myTouch U8680,1.00
9749,"NVIDIA Tegra 3 AP30H (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,P895 Optimus Vu,1.00
9750,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,IdeaTab S2109 16GB,1.00
9751,"Qualcomm Snapdragon S4 MSM8225, 2012, 32 bit, dual-core, 45 nm, Qualcomm Adreno 203 GPU",Qualcomm Adreno 203,Ascend G330D,512
9752,"Qualcomm Snapdragon S4 Pro APQ8064, 2012, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 320 GPU",Qualcomm Adreno 320,Vega R3 IM-A850K,2.00
9753,"MediaTek MT6577, 2012, 32 bit, dual-core, 40 nm, IMG PowerVR SGX531T GPU",PowerVR SGX531T,Liquid Gallant Duo E350 / Liquid C AK330s,1.00
9754,"ST-Ericsson NovaThor U8500, 2010, 32 bit, dual-core, 45 nm, ARM Mali-400 GPU",ARM Mali-400,LePhone S899t,1.00
9755,"Marvell PXA920H, 2012, 32 bit, single-core, Vivante GC530 GPU",Vivante GC530,Liquid C AT390,512
9756,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Atrix HD LTE MB886,1.00
9757,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,IdeaTab S2109 8GB,1.00
9758,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 220,VS950 Intuition / Optimus Vu,1.00
9759,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 220,BlackBerry Curve 9310,512
9760,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,Ascend D1 XL,1.00
9761,"Qualcomm MSM7227A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Defy Pro XT560,512
9762,"Qualcomm MSM7625A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Motosmart Mix XT553,512
9763,"Broadcom BCM21654, 2012, 32 bit, single-core, 40 nm",Broadcom BCM21654,GT-B5330 Galaxy Chat,512
9764,"Qualcomm Snapdragon S2 MSM8655T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,Sharp Aquos Phone SL IS15SH,512
9765,"Qualcomm Snapdragon S4 MSM8660A, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Sharp Aquos Phone Serie ISW16SH,1.00
9766,"MediaTek MT6575, 2011, 32 bit, single-core, 256 Kbyte L2, 40 nm, IMG PowerVR SGX531T GPU",PowerVR SGX531T,Ascend G302D,512
9767,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,RAZR V XT889,1.00
9768,"Qualcomm Snapdragon S2 MSM8255, 2010, 32 bit, single-core, 256 Kbyte L2, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,GT-S7530 Omnia M / GT-S7530E ,384
9769,"Qualcomm Snapdragon S2 MSM8255T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,GT-B9062 Galaxy,512
9770,"NVIDIA Tegra 3 T30S (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Regza Tablet AT570 36F,1.00
9771,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,SU870 Optimus 3D Cube / Optimus 3D 2,1.00
9772,"NVIDIA Tegra 3 T30S (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Regza Tablet AT570 46F,1.00
9773,"NVIDIA Tegra 2 250 T20 (Ventana), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,Regza Tablet AT3S0 35D,1.00
9774,"NVIDIA Tegra 3 T33 (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Regza Tablet AT830 T6F,1.00
9775,"NVIDIA Tegra 3 T30S (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Regza Tablet AT500 46F,1.00
9776,"Texas Instruments OMAP 4430, 2011, 32 bit, dual-core, 1024 Kbyte L2, 45 nm, IMG PowerVR SGX540 GPU",PowerVR SGX540,Regza Tablet AT700 46F,1.00
9777,"NVIDIA Tegra 3 T30S (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Regza Tablet AT500 36F,1.00
9778,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,SPH-L710 Galaxy S III LTE,2.00
9779,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,IdeaPhone / LePhone K860,1.00
9780,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Nexus 7 ME370T 8GB,1.00
9781,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Iconia Tab A211 3G 8GB,1.00
9782,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,SHW-M480W Galaxy Note 10.1 WiFi 32GB,2.00
9783,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Iconia Tab A210 WiFi 16GB,1.00
9784,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Nexus 7 ME370T 16GB,1.00
9785,"Qualcomm Snapdragon S4 MSM8260A, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Transformer Pad Infinity 3G TF700TG 64GB,1.00
9786,"Qualcomm Snapdragon S2 MSM8655T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,Urbano Progresso au KYY04,1.00
9787,"Qualcomm Snapdragon S3 MSM8260, 2010, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,GT-B9120,1.00
9788,"NVIDIA Tegra 3 T30S (Kal-El), 2012, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Iconia Tab A510 Olympic Edition,1.00
9789,"MediaTek MT6577, 2012, 32 bit, dual-core, 40 nm, IMG PowerVR SGX531T GPU",PowerVR SGX531 Ultra,Grand X 3G V970 / V970M,512
9790,"ARM Cortex-A8, 2005, 32 bit, single-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 65 nm",PowerVR SGX531 Ultra,HANNS pad SN-70T3,512
9791,"NVIDIA Tegra 2 250 AP20H (Harmony), 2010, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP GPU",NVIDIA GeForce,Grand X U970,512
9792,"Qualcomm Snapdragon S4 MSM8660A, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,Grand X N970,1.00
9793,"MediaTek MT6573, 2010, 32 bit, single-core, 65 nm",PowerVR SGX531,One Touch OT-991,256
9794,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,Ascend P1 XL,1.00
9795,"Qualcomm Snapdragon S2 MSM8255T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,Tania V965W,512
9796,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,1516 Surface Tablet 64GB,2.00
9797,"Texas Instruments OMAP 4460, 2011, 32 bit, dual-core, 45 nm, IMG PowerVR SGX GPU",PowerVR SGX540,Ascend P1 TD,1.00
9798,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",PowerVR SGX540,Photon Q 4G LTE XT897,1.00
9799,"Qualcomm Snapdragon S4 MSM8960, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,SCH-R530 Galaxy S III LTE,2.00
9800,"Marvell PXA920H, 2012, 32 bit, single-core, Vivante GC530 GPU",Vivante GC530,GT-i8250 Galaxy,512
9801,"Qualcomm Snapdragon S3 MSM8260, 2010, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 45 nm, Qualcomm Adreno 220 GPU",Qualcomm Adreno 220,One S Z560E,1.00
9802,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Xperia Miro ST23a,512
9803,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Xperia Miro ST23 / ST23i,512
9804,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Xperia Tipo Dual ST21i2,512
9805,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Xperia Tipo Dual ST21a2,512
9806,"Qualcomm MSM7225A (Snapdragon S1), 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 200 enhanced GPU",Qualcomm Adreno 200,Xperia Tipo ST21a,512
9807,"Samsung Exynos 4 Quad 4412, 2012, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 32 nm, ARM Mali-400 GPU",ARM Mali-400,SHW-M440S Galaxy S 3,1.00
9808,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Iconia Tab A110 8GB,1.00
9809,"NVIDIA Tegra 3 T30L (Kal-El), 2011, 32 bit, penta-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 40 nm, NVIDIA GeForce ULP MP12 GPU",NVIDIA GeForce,Iconia Tab A700 32GB,1.00
9810,"Qualcomm Snapdragon S4 MSM8960 Lite, 2012, 32 bit, dual-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 512 Kbyte L2, 28 nm, Qualcomm Adreno 230 GPU",Qualcomm Adreno 225,SCH-i705 Galaxy Tab 2 7.0 4G LTE,1.00
9811,"Qualcomm MSM7627T, 2010, 32 bit, single-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 65 nm, Qualcomm Adreno 200 GPU",Qualcomm Adreno 200,Activa 4G,512
9812,"Qualcomm Snapdragon S2 MSM8255T, 2011, 32 bit, single-core, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,Raku-Raku F-12D,1.00
9813,"Qualcomm Snapdragon S2 MSM8255, 2010, 32 bit, single-core, 256 Kbyte L2, 45 nm, Qualcomm Adreno 205 GPU",Qualcomm Adreno 205,Sharp Aquos Phone st SH-07D,1.00
